2023-08-11 13:11:15 - root - INFO - ------------------------------------------------
2023-08-11 13:11:15 - root - INFO - Correction process
2023-08-11 13:11:15 - root - INFO - ------------------------------------------------
2023-08-11 13:11:15 - root - INFO -    data files
2023-08-11 13:11:15 - root - INFO -       data file: C:/Users/FTrevisan/Documents/GitHub/13C-Citrate CSIA (Umea)/20230714_AccQ-Tag_AA_peak areas_inhouse_script 2.0_IsoCor.tsv
2023-08-11 13:11:15 - root - INFO -       derivatives database: C:\Users\FTrevisan\isocordb\Derivatives.dat
2023-08-11 13:11:15 - root - INFO -       metabolites database: C:\Users\FTrevisan\isocordb\Metabolites.dat
2023-08-11 13:11:15 - root - INFO -    correction parameters
2023-08-11 13:11:15 - root - INFO -       isotopic tracer: 13C
2023-08-11 13:11:15 - root - INFO -       correct natural abundance of the tracer element: 1
2023-08-11 13:11:15 - root - INFO -       isotopic purity of the tracer: [0.01, 0.99]
2023-08-11 13:11:35 - root - INFO - 119_A94.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 120_A95.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 121_A96.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 122_A97.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 123_A98.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 124_A99.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 125_A100.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 127_A101.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 128_A102.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 129_A103.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 130_A104.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 131_A105.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 132_A106.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 133_A107.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 134_A108.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 135_A109.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 137_A110.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 138_A111.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:35 - root - INFO - 139_A112.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 140_A113.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 141_A114.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 142_A115.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 143_A116.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 144_A117.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 145_A118.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 147_A119.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:36 - root - INFO - 148_A120.cdf - ('Citrulline', 'AccQ'): processed
2023-08-11 13:11:37 - root - INFO - 018_A1.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 019_A2.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 020_A3.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 021_A4.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 022_A5.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 023_A6.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 024_A7.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 025_A8.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 026_A9.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 027_A10.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 029_A11.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 030_A12.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 031_A13.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 032_A14.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 033_A15.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 034_A17.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 035_A18.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 036_A19.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 037_A20.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 039_A21.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 040_A22.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 041_A23.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 042_A24.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:38 - root - INFO - 043_A25.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 044_A26.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 045_A27.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 046_A28.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 047_A29.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 048_A30.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 050_A31.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 051_A32.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 052_A33.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 053_A34.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 054_A35.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 055_A36.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 056_A37.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 057_A38.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 058_A39.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 059_A40.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 061_A41.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 062_A42.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 063_A43.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 064_A44.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 065_A45.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 066_A46.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 067_A47.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 068_A48.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 069_A49.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 070_A50.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 072_A51.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 073_A52.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 074_A53.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 075_A54.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 076_A55.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:39 - root - INFO - 077_A56.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 078_A57.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 079_A58.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 080_A59.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 081_A60.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 083_A61.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 084_A62.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 085_A63.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 086_A64.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 087_A65.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 088_A66.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 089_A67.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 090_A68.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 091_A69.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 092_A70.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 094_A71.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 095_A72.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 096_A73.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 097_A74.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 098_A75.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 099_A76.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 100_A77.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 101_A78.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 102_A79.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 103_A80.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 105_A81.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 106_A82.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 107_A83.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 108_A84.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 109_A85.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 110_A86.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 111_A87.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 112_A88.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:40 - root - INFO - 113_A89.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 114_A90.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 116_A91.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 117_A92.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 118_A93.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 119_A94.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 120_A95.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 121_A96.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 122_A97.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 123_A98.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 124_A99.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 125_A100.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 127_A101.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 128_A102.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 129_A103.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 130_A104.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 131_A105.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 132_A106.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 133_A107.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 134_A108.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 135_A109.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 137_A110.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 138_A111.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 139_A112.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 140_A113.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 141_A114.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 142_A115.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 143_A116.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 144_A117.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 145_A118.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 147_A119.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:41 - root - INFO - 148_A120.cdf - ('Glutamine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 018_A1.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 019_A2.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 020_A3.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 021_A4.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 022_A5.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 023_A6.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 024_A7.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 025_A8.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 026_A9.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 027_A10.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 029_A11.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 030_A12.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 031_A13.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 032_A14.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 033_A15.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 034_A17.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 035_A18.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 036_A19.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 037_A20.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 039_A21.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 040_A22.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 041_A23.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 042_A24.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 043_A25.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 044_A26.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 045_A27.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 046_A28.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 047_A29.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 048_A30.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 050_A31.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 051_A32.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 052_A33.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 053_A34.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 054_A35.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 055_A36.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 056_A37.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 057_A38.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 058_A39.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 059_A40.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 061_A41.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 062_A42.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 063_A43.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 064_A44.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 065_A45.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 066_A46.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 067_A47.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 068_A48.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 069_A49.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 070_A50.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:42 - root - INFO - 072_A51.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 073_A52.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 074_A53.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 075_A54.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 076_A55.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 077_A56.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 078_A57.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 079_A58.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 080_A59.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 081_A60.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 083_A61.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 084_A62.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 085_A63.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 086_A64.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 087_A65.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 088_A66.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 089_A67.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 090_A68.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 091_A69.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 092_A70.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 094_A71.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 095_A72.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 096_A73.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 097_A74.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 098_A75.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 099_A76.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 100_A77.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 101_A78.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 102_A79.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 103_A80.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 105_A81.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 106_A82.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 107_A83.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 108_A84.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 109_A85.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 110_A86.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 111_A87.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 112_A88.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 113_A89.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 114_A90.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 116_A91.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 117_A92.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 118_A93.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 119_A94.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 120_A95.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 121_A96.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 122_A97.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 123_A98.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 124_A99.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 125_A100.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 127_A101.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 128_A102.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 129_A103.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 130_A104.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 131_A105.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 132_A106.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 133_A107.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 134_A108.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 135_A109.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 137_A110.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 138_A111.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 139_A112.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 140_A113.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:43 - root - INFO - 141_A114.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 142_A115.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 143_A116.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 144_A117.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 145_A118.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 147_A119.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 148_A120.cdf - ('Glycine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 018_A1.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 019_A2.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:44 - root - INFO - 020_A3.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 021_A4.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 022_A5.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 023_A6.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 024_A7.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 025_A8.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 026_A9.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 027_A10.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 029_A11.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 030_A12.cdf - ('Histidine', 'AccQ'): processed
2023-08-11 13:11:45 - root - INFO - 031_A13.cdf - ('Histidine', 'AccQ'): processed
