2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO - Correction process
2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO -    data files
2023-08-11 13:11:16 - root - INFO -       data file: C:/Users/FTrevisan/Documents/GitHub/13C-Citrate CSIA (Umea)/20230711 3-NPH acids from in-house script_IsoCor.tsv
2023-08-11 13:11:16 - root - INFO -       derivatives database: C:\Users\FTrevisan\isocordb\Derivatives.dat
2023-08-11 13:11:16 - root - INFO -       metabolites database: C:\Users\FTrevisan\isocordb\Metabolites.dat
2023-08-11 13:11:16 - root - INFO -    correction parameters
2023-08-11 13:11:16 - root - INFO -       isotopic tracer: 13C
2023-08-11 13:11:16 - root - INFO -       correct natural abundance of the tracer element: 1
2023-08-11 13:11:16 - root - INFO -       isotopic purity of the tracer: [0.01, 0.99]
2023-08-11 13:11:23 - root - INFO - 026_O9.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 027_O10.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 029_O11.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 030_O12.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 031_O13.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 032_O14.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 033_O15.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 034_O17.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 035_O18.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 036_O19.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 037_O20.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 039_O21.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 040_O22.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 042_O24.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 043_O25.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 044_O26.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:24 - root - INFO - 045_O27.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 046_O28.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 047_O29.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 048_O30.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 050_O31.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 051_O32.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 052_O33.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 053_O34.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 054_O35.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 055_O36.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 056_O37.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 057_O38.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 058_O39.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 061_O41.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 062_O42.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 063_O43.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 064_O44.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 065_O45.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 066_O46.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 067_O47.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 068_O48.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 069_O49.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 070_O50.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 072_O51.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 073_O52.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 074_O53.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 075_O54.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 076_O55.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 077_O56.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 078_O57.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 079_O58.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 080_O59.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 081_O60.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 083_O61.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 084_O62.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 085_O63.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 086_O64.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 087_O65.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 088_O66.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:25 - root - INFO - 089_O67.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 090_O68.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 091_O69.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 092_O70.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 094_O71.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 095_O72.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 096_O73.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 097_O74.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 098_O75.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 099_O76.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 100_O77.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 101_O78.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 102_O79.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 103_O80.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 105_O81.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 106_O82.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 107_O83.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 108_O84.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 109_O85.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 110_O86.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 111_O87.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 112_O88.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 113_O89.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 114_O90.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 116_O91.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 117_O92.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 118_O93.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 119_O94.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 120_O95.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 121_O96.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 122_O97.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 123_O98.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:26 - root - INFO - 124_O99.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 125_O100.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 127_O101.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 128_O102.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 129_O103.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 130_O104.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 131_O105.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 132_O106.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 133_O107.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 134_O108.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 135_O109.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 137_O110.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 138_O111.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 139_O112.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 140_O113.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 141_O114.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 142_O115.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 143_O116.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 144_O117.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 145_O118.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 147_O119.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:27 - root - INFO - 148_O120.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 018_O1.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 019_O2.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 020_O3.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 021_O4.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 022_O5.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 023_O6.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:30 - root - INFO - 024_O7.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 025_O8.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 026_O9.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 027_O10.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 029_O11.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 030_O12.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 031_O13.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 032_O14.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 033_O15.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 034_O17.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 035_O18.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 036_O19.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 037_O20.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 039_O21.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 040_O22.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 042_O24.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 043_O25.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 044_O26.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 045_O27.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 046_O28.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 047_O29.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 048_O30.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 050_O31.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 051_O32.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 052_O33.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 053_O34.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 054_O35.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 055_O36.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 056_O37.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 057_O38.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 058_O39.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 061_O41.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 062_O42.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 063_O43.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 064_O44.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 065_O45.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 066_O46.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 067_O47.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 068_O48.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 069_O49.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 070_O50.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 072_O51.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 073_O52.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:31 - root - INFO - 074_O53.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 075_O54.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 076_O55.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 077_O56.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 078_O57.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 079_O58.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 080_O59.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 081_O60.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 083_O61.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 084_O62.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 085_O63.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 086_O64.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 087_O65.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 088_O66.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 089_O67.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 090_O68.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 091_O69.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 092_O70.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 094_O71.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 095_O72.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 096_O73.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 097_O74.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 098_O75.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 099_O76.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 100_O77.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 101_O78.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 102_O79.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 103_O80.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 105_O81.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 106_O82.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 107_O83.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 108_O84.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 109_O85.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 110_O86.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 111_O87.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 112_O88.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 113_O89.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 114_O90.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 116_O91.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 117_O92.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 118_O93.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 119_O94.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:32 - root - INFO - 120_O95.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 121_O96.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 122_O97.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 123_O98.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 124_O99.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 125_O100.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 127_O101.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 128_O102.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 129_O103.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 130_O104.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 131_O105.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 132_O106.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 133_O107.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 134_O108.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 135_O109.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 137_O110.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 138_O111.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 139_O112.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 140_O113.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 141_O114.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 142_O115.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 143_O116.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 144_O117.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 145_O118.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 147_O119.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:33 - root - INFO - 148_O120.cdf - ('Succinate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 018_O1.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 019_O2.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 020_O3.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 021_O4.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 022_O5.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 023_O6.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 024_O7.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 025_O8.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 026_O9.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:38 - root - INFO - 027_O10.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 029_O11.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 030_O12.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 031_O13.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 032_O14.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 033_O15.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 034_O17.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 035_O18.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 036_O19.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 037_O20.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 039_O21.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 040_O22.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 042_O24.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 043_O25.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 044_O26.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 045_O27.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 046_O28.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 047_O29.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 048_O30.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 050_O31.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 051_O32.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 052_O33.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 053_O34.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 054_O35.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 055_O36.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 056_O37.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 057_O38.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 058_O39.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 061_O41.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 062_O42.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 063_O43.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 064_O44.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 065_O45.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 066_O46.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 067_O47.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 068_O48.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 069_O49.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 070_O50.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 072_O51.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 073_O52.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:39 - root - INFO - 074_O53.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 075_O54.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 076_O55.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 077_O56.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 078_O57.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 079_O58.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 080_O59.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 081_O60.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 083_O61.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 084_O62.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 085_O63.cdf - ('Malate', '2NPH'): processed
2023-08-11 13:11:40 - root - INFO - 086_O64.cdf - ('Malate', '2NPH'): processed
